,LeagueId,SeasonId,RoundApiId
129,78,2019,78-2019-27
130,78,2019,78-2019-28
131,78,2019,78-2019-29
132,78,2019,78-2019-30
133,78,2019,78-2019-31
134,78,2019,78-2019-32
135,78,2019,78-2019-33
136,78,2019,78-2019-34
137,78,2019,78-2019--1
138,78,2020,78-2020-1
139,78,2020,78-2020-2
140,78,2020,78-2020-3
141,78,2020,78-2020-4
142,78,2020,78-2020-5
143,78,2020,78-2020-6
144,78,2020,78-2020-7
145,78,2020,78-2020-8
146,78,2020,78-2020-9
147,78,2020,78-2020-10
148,78,2020,78-2020-11
149,78,2020,78-2020-12
150,78,2020,78-2020-13
151,78,2020,78-2020-14
152,78,2020,78-2020-15
153,78,2020,78-2020-16
154,78,2020,78-2020-17
155,78,2020,78-2020-18
156,78,2020,78-2020-19
157,78,2020,78-2020-20
158,78,2020,78-2020-21
159,78,2020,78-2020-22
160,78,2020,78-2020-23
161,78,2020,78-2020-24
162,78,2020,78-2020-25
163,78,2020,78-2020-26
164,78,2020,78-2020-27
165,78,2020,78-2020-28
166,78,2020,78-2020-29
167,78,2020,78-2020-30
168,78,2020,78-2020-31
169,78,2020,78-2020-32
170,78,2020,78-2020-33
171,78,2020,78-2020-34
172,78,2020,78-2020--1
173,78,2021,78-2021-1
174,78,2021,78-2021-2
175,78,2021,78-2021-3
176,78,2021,78-2021-4
177,78,2021,78-2021-5
178,78,2021,78-2021-6
179,78,2021,78-2021-7
180,78,2021,78-2021-8
181,78,2021,78-2021-9
182,78,2021,78-2021-10
183,78,2021,78-2021-11
184,78,2021,78-2021-12
185,78,2021,78-2021-13
186,78,2021,78-2021-14
187,78,2021,78-2021-15
188,78,2021,78-2021-16
189,78,2021,78-2021-17
190,78,2021,78-2021-18
191,78,2021,78-2021-19
192,78,2021,78-2021-20
193,78,2021,78-2021-21
194,78,2021,78-2021-22
195,78,2021,78-2021-23
196,78,2021,78-2021-24
197,78,2021,78-2021-25
198,78,2021,78-2021-26
199,78,2021,78-2021-27
200,78,2021,78-2021-28
201,78,2021,78-2021-29
202,78,2021,78-2021-30
203,78,2021,78-2021-31
204,78,2021,78-2021-32
205,78,2021,78-2021-33
206,78,2021,78-2021-34
207,78,2021,78-2021--1
208,78,2022,78-2022-1
209,78,2022,78-2022-2
210,78,2022,78-2022-3
211,78,2022,78-2022-4
212,78,2022,78-2022-5
213,78,2022,78-2022-6
214,78,2022,78-2022-7
215,78,2022,78-2022-8
216,78,2022,78-2022-9
217,78,2022,78-2022-10
218,78,2022,78-2022-11
219,78,2022,78-2022-12
220,78,2022,78-2022-13
221,78,2022,78-2022-14
222,78,2022,78-2022-15
223,78,2022,78-2022-16
224,78,2022,78-2022-17
225,78,2022,78-2022-18
226,78,2022,78-2022-19
227,78,2022,78-2022-20
228,78,2022,78-2022-21
229,78,2022,78-2022-22
230,78,2022,78-2022-23
231,78,2022,78-2022-24
232,78,2022,78-2022-25
233,78,2022,78-2022-26
234,78,2022,78-2022-27
235,78,2022,78-2022-28
236,78,2022,78-2022-29
237,78,2022,78-2022-30
238,78,2022,78-2022-31
239,78,2022,78-2022-32
240,78,2022,78-2022-33
241,78,2022,78-2022-34
242,78,2022,78-2022--1
243,78,2023,78-2023-1
244,78,2023,78-2023-2
245,78,2023,78-2023-3
246,78,2023,78-2023-4
247,78,2023,78-2023-5
248,78,2023,78-2023-6
249,78,2023,78-2023-7
250,78,2023,78-2023-8
251,78,2023,78-2023-9
252,78,2023,78-2023-10
253,78,2023,78-2023-11
254,78,2023,78-2023-12
255,78,2023,78-2023-13
256,78,2023,78-2023-14
257,78,2023,78-2023-15
258,78,2023,78-2023-16
259,78,2023,78-2023-17
260,78,2023,78-2023-18
261,78,2023,78-2023-19
262,78,2023,78-2023-20
263,78,2023,78-2023-21
264,78,2023,78-2023-22
265,78,2023,78-2023-23
266,78,2023,78-2023-24
267,78,2023,78-2023-25
268,78,2023,78-2023-26
269,78,2023,78-2023-27
270,78,2023,78-2023-28
271,78,2023,78-2023-29
272,78,2023,78-2023-30
273,78,2023,78-2023-31
274,78,2023,78-2023-32
275,78,2023,78-2023-33
276,78,2023,78-2023-34
277,78,2023,78-2023--1
