Id,FixturesId,LeagueApiId,SeasonApiId,RoundApiId,HomeTeamId,AwayTeamId,DateUtc,StatusShort,HomeScore,AwayScore,Day,Month,Year
133,16877,78,2016,78-2016-15,181,157,2016-12-18 14:30:00,FT,0,1,18,12,2016
134,16876,78,2016,78-2016-15,168,184,2016-12-18 16:30:00,FT,1,2,18,12,2016
135,16873,78,2016,78-2016-16,163,161,2016-12-20 19:00:00,FT,1,2,20,12,2016
136,16872,78,2016,78-2016-16,165,170,2016-12-20 19:00:00,FT,1,1,20,12,2016
137,16874,78,2016,78-2016-16,169,164,2016-12-20 19:00:00,FT,3,0,20,12,2016
138,16875,78,2016,78-2016-16,175,174,2016-12-20 19:00:00,FT,2,1,20,12,2016
139,16868,78,2016,78-2016-16,157,173,2016-12-21 19:00:00,FT,3,0,21,12,2016
140,16871,78,2016,78-2016-16,159,181,2016-12-21 19:00:00,FT,2,0,21,12,2016
141,16867,78,2016,78-2016-16,167,162,2016-12-21 19:00:00,FT,1,1,21,12,2016
142,16869,78,2016,78-2016-16,184,160,2016-12-21 19:00:00,FT,1,2,21,12,2016
143,16870,78,2016,78-2016-16,192,168,2016-12-21 19:00:00,FT,1,1,21,12,2016
144,16866,78,2016,78-2016-17,160,157,2017-01-20 19:30:00,FT,1,2,20,1,2017
145,16864,78,2016,78-2016-17,161,175,2017-01-21 14:30:00,FT,1,0,21,1,2017
146,16865,78,2016,78-2016-17,162,165,2017-01-21 14:30:00,FT,1,2,21,1,2017
147,16861,78,2016,78-2016-17,170,167,2017-01-21 14:30:00,FT,0,2,21,1,2017
148,16862,78,2016,78-2016-17,174,184,2017-01-21 14:30:00,FT,1,0,21,1,2017
149,16863,78,2016,78-2016-17,181,163,2017-01-21 14:30:00,FT,0,0,21,1,2017
150,16860,78,2016,78-2016-17,173,169,2017-01-21 17:30:00,FT,3,0,21,1,2017
151,16859,78,2016,78-2016-17,168,159,2017-01-22 14:30:00,FT,3,1,22,1,2017
152,16858,78,2016,78-2016-17,164,192,2017-01-22 16:30:00,FT,0,0,22,1,2017
153,16857,78,2016,78-2016-18,174,169,2017-01-27 19:30:00,FT,0,1,27,1,2017
154,16855,78,2016,78-2016-18,161,170,2017-01-28 14:30:00,FT,1,2,28,1,2017
155,16856,78,2016,78-2016-18,162,157,2017-01-28 14:30:00,FT,1,2,28,1,2017
156,16853,78,2016,78-2016-18,173,167,2017-01-28 14:30:00,FT,2,1,28,1,2017
157,16854,78,2016,78-2016-18,181,192,2017-01-28 14:30:00,FT,1,6,28,1,2017
158,16852,78,2016,78-2016-18,184,175,2017-01-28 14:30:00,FT,3,1,28,1,2017
159,16851,78,2016,78-2016-18,168,163,2017-01-28 17:30:00,FT,2,3,28,1,2017
160,16850,78,2016,78-2016-18,160,159,2017-01-29 14:30:00,FT,2,1,29,1,2017
161,16849,78,2016,78-2016-18,164,165,2017-01-29 16:30:00,FT,1,1,29,1,2017
162,16848,78,2016,78-2016-19,175,168,2017-02-03 19:30:00,FT,1,0,3,2,2017
